objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Super Dungeon Explore: Emerald Valley Warband","180083","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039223","5.61193","7.69718","1.5","0","595","thing","Super Dungeon Explore: Emerald Valley Warband","2","6","150","150","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Forgotten King","156548","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038991","6.13191","7.08547","3.1429","1719","3432","thing","Super Dungeon Explore: Forgotten King","1","6","120","120","90","2015","1,2,3,4,5","","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Forgotten King – Upgrade Deck","175474","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039135","5.59322","7.19379","2.25","0","662","thing","Super Dungeon Explore: Forgotten King – Upgrade Deck","2","6","90","90","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Frostbyte Ravagers","187870","0","","0","0","0","0","0","0","0","1","0","1","","","","","","49039268","0","4.5625","2","0","50","thing","Super Dungeon Explore: Frostbyte Ravagers","1","6","240","240","120","0","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Goro","180945","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039262","5.57933","7.54074","1.5","0","521","thing","Super Dungeon Explore: Goro","2","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Herald of Vulcanis","124566","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039074","5.63559","7.31018","2.4","0","881","thing","Super Dungeon Explore: Herald of Vulcanis","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Iron Golem","209885","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039294","0","7.11765","0","0","123","thing","Super Dungeon Explore: Iron Golem","1","6","120","120","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Jack Scarecrow","186975","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039271","5.54843","7.3129","2.5","0","333","thing","Super Dungeon Explore: Jack Scarecrow","1","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Kaelly the Nether Strider","156337","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039240","5.60172","7.47101","2","0","738","thing","Super Dungeon Explore: Kaelly the Nether Strider","0","0","0","0","0","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Kasaro To","130926","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039164","0","7.26923","0","0","333","thing","Super Dungeon Explore: Kasaro To","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Kunoichi Candy","181601","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039273","5.56181","7.43902","1.5","0","415","thing","Super Dungeon Explore: Kunoichi Candy","2","6","120","120","120","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Mistmourn Coast Warband","171712","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039179","5.62111","7.63291","2","0","727","thing","Super Dungeon Explore: Mistmourn Coast Warband","0","0","120","120","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Nyan Nyan","146628","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039139","5.6533","7.6072","2","0","828","thing","Super Dungeon Explore: Nyan Nyan","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: One Shot","130925","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039170","0","7.44231","0","0","340","thing","Super Dungeon Explore: One Shot","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Princess Malya","130296","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039144","0","7.7","0","0","340","thing","Super Dungeon Explore: Princess Malya","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: PvP Arena","182058","0","","0","0","0","0","1","0","0","0","0","1","","","","","","49039152","5.54251","7.28125","0","0","188","thing","Super Dungeon Explore: PvP Arena","2","2","90","90","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Sebastian Cross","130928","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039146","0","7.60345","0","0","345","thing","Super Dungeon Explore: Sebastian Cross","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Ser Snapjaw","171560","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039241","5.56448","7.34043","2.5","0","467","thing","Super Dungeon Explore: Ser Snapjaw","2","6","90","90","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Shadow-Mode Candy","181572","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039282","5.5626","7.47674","2","0","442","thing","Super Dungeon Explore: Shadow-Mode Candy","1","6","150","150","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Stilt Town Zombies Warband","180947","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039207","5.61243","7.56618","2","0","617","thing","Super Dungeon Explore: Stilt Town Zombies Warband","2","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Succubus Vandella","138769","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039133","5.66347","7.52137","2.6667","0","892","thing","Super Dungeon Explore: Succubus Vandella","2","6","120","120","120","2012","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Super Ninja Ambush!","209927","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039291","0","7","0","0","190","thing","Super Dungeon Explore: Super Ninja Ambush!","2","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Tabbybrook Mage","180948","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039287","5.58555","7.55882","2","0","502","thing","Super Dungeon Explore: Tabbybrook Mage","2","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Twilight Knight","180949","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039255","5.55583","7.5625","2","0","295","thing","Super Dungeon Explore: Twilight Knight","2","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Von Drakk Manor Level","138094","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039061","5.86846","7.65022","3.1111","0","1470","thing","Super Dungeon Explore: Von Drakk Manor Level","2","6","120","120","120","2013","2,3,4,5,6","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Wandering Minstrel","181599","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039290","5.55919","7.53333","2","0","405","thing","Super Dungeon Explore: Wandering Minstrel","2","6","120","120","120","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon: Legends","186831","0","","0","0","0","0","0","0","0","1","0","1","","","","","","49039070","5.40034","2.52787","2","0","142","thing","Super Dungeon: Legends","1","6","240","240","120","0","1,6","1","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sushi Go Party!","192291","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42328857","7.30986","7.53774","1.3405","151","22731","thing","Sushi Go Party!","2","8","20","20","20","2016","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra Mystica","120677","0","","0","0","0","0","0","0","0","0","1","3","","","","","","42332061","8.05921","8.20641","3.9514","10","34880","thing","Terra Mystica","2","5","150","150","60","2012","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"This War of Mine: The Board Game","188920","0","","0","0","0","0","0","1","0","0","1","4","","","","","","51091343","7.31434","7.95259","3.0769","147","9327","thing","This War of Mine: The Board Game","1","6","120","120","45","2017","1,2,3","1","16+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Thornwatch","159011","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631903","5.55657","6.58571","2.3333","8349","415","thing","Thornwatch","3","6","180","180","30","2018","3,4,5,6","","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Thornwatch: The Dark of the Wood","251371","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631911","0","6.76667","0","0","267","thing","Thornwatch: The Dark of the Wood","3","6","180","180","30","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Tiny Epic Galaxies","163967","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631708","7.17207","7.40707","2.1543","233","19468","thing","Tiny Epic Galaxies","1","5","60","60","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tsuro","16992","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468793","6.5682","6.68061","1.25","817","26608","thing","Tsuro","2","8","15","15","15","2004","2,3,4,5,6,7,8","4,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlocked: The Mansion of Mana","203170","9","","0","1","0","0","0","0","0","0","0","3","","Backed this on Kickstarter. The unique and beautiful key art and varied gameplay across sessions is what drew me to this game (family likes to play the same game over and over). Suffers from analysis paralysis at times, but for me that's part of the fun of games that enable and encourage strategy. When I need to travel to a con, and want to take a along big box game experience but I can't spare the space in my bag, Unlocked is my #1 companion.","","","","42332095","0","6.83913","2","0","71","thing","Unlocked: The Mansion of Mana","1","5","60","60","30","2016","","","12+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Villages of Valeria","180040","0","","0","1","0","0","0","0","0","0","0","3","","","","","","52089736","6.49066","7.11899","2.3","924","4167","thing","Villages of Valeria","1","5","60","60","30","2017","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Villages of Valeria: Guild Halls","194474","0","","0","1","0","0","0","0","0","0","0","3","","","","","","52089744","5.67797","7.39141","3","0","1237","thing","Villages of Valeria: Guild Halls","1","5","60","60","30","2016","3,4","","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Villages of Valeria: Monuments","194698","0","","0","1","0","0","0","0","0","0","0","3","","","","","","52089753","5.6891","7.48837","3","0","1255","thing","Villages of Valeria: Monuments","1","5","60","60","30","2016","3,4","","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Völuspá","128554","0","","0","1","0","0","0","0","0","0","0","3","","Expansion?","","","","42468799","6.12068","6.69846","1.8806","1746","1712","thing","Völuspá","2","5","45","45","45","2012","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"We Didn't Playtest This At All","31016","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468476","5.50392","5.57704","1.0952","13185","4683","thing","We Didn't Playtest This At All","2","10","10","10","1","2007","3,4,5,6,7,8,9,10","5,6,7","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to the Dungeon","150312","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950302","6.52721","6.68102","1.2038","866","15582","thing","Welcome to the Dungeon","2","4","30","30","30","2013","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Xia: Embers of a Forsaken Star","199329","0","","0","0","0","0","0","0","0","1","0","3","","","","","","56676539","6.83126","8.83322","3.4","0","3269","thing","Xia: Embers of a Forsaken Star","1","5","180","180","60","2017","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Xia: Legends of a Drift System","82222","0","","0","0","0","0","0","0","0","1","0","3","","","","","","56664514","7.27755","7.80323","3.1299","175","7524","thing","Xia: Legends of a Drift System","3","5","180","180","60","2014","3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Xia: Missions and Powers","244564","0","","0","0","0","0","0","0","0","1","0","3","","","","","","56676545","0","9.13478","0","0","328","thing","Xia: Missions and Powers","1","5","0","0","0","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Zombie Dice","62871","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468273","6.10211","6.22134","1.1042","1809","26310","thing","Zombie Dice","2","99","20","20","10","2010","2,3,4,5,6,7,8","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
